Line #,Navigation Direction,Padding,x,y,z,z_Relative,mpry0,mpry1,mpry2,pitch,roll,yaw,vgx,vgy,vgz,templ,emph,tof,h,bat,baro,time,agx,agy,agz
0,[0 0 0 0 0 0 0 0],        ,0, 0, 0, 101,-1,-1,  0,  0,  177,  0,  0,  0,  82,  84,  10,  0,  70,  1878.43,  120,  0.0,  21.0,  -1002.0
1,[0 0 0 0 0 0 0 0],        ,0, 0, 0, 101,-1,-1,  0,  0,  177,  0,  0,  0,  82,  84,  10,  0,  70,  1878.39,  120,  1.0,  20.0,  -997.0
2,[0 0 0 0 0 0 0 0],        ,0, 0, 0, 101,-1,-1,  0,  0,  177,  0,  0,  0,  82,  84,  10,  0,  70,  1878.4,  120,  0.0,  21.0,  -996.0
3,[0 0 0 0 0 0 0 0],        ,0, 0, 0, 101,-1,-1,  0,  0,  177,  0,  0,  0,  82,  84,  10,  0,  70,  1878.43,  120,  0.0,  21.0,  -1000.0
4,[0 0 0 0 0 0 0 0],        ,0, 0, 0, 101,-1,-1,  0,  0,  177,  0,  0,  0,  82,  84,  10,  0,  70,  1878.38,  120,  0.0,  20.0,  -998.0
5,[0 0 0 0 0 0 0 0],        ,0, 0, 0, 101,-1,-1,  0,  0,  177,  0,  0,  0,  82,  84,  10,  0,  70,  1878.31,  120,  0.0,  22.0,  -1001.0
6,[0 0 0 0 0 0 0 0],        ,0, 0, 0, 101,-1,-1,  0,  0,  177,  0,  0,  0,  82,  84,  10,  0,  70,  1878.34,  120,  0.0,  20.0,  -998.0
7,[0 0 0 0 0 0 0 0],        ,0, 0, 0, 101,-1,-1,  0,  0,  177,  0,  0,  0,  82,  84,  10,  0,  70,  1878.36,  120,  0.0,  20.0,  -998.0
8,[0 0 0 0 0 0 0 0],        ,0, 0, 0, 101,-1,-1,  0,  0,  177,  0,  0,  0,  82,  84,  10,  0,  70,  1878.43,  120,  0.0,  21.0,  -997.0
9,[0 0 0 0 0 0 0 0],        ,0, 0, 0, 101,-1,-1,  0,  0,  177,  0,  0,  0,  82,  84,  10,  0,  70,  1878.44,  120,  0.0,  20.0,  -997.0
10,[0 0 0 0 0 0 0 0],        ,0, 0, 0, 101,-1,-1,  0,  0,  177,  0,  0,  0,  82,  84,  10,  0,  70,  1878.44,  120,  0.0,  19.0,  -1000.0
11,[0 0 0 0 0 0 0 0],        ,0, 0, 0, 101,-1,-1,  0,  0,  177,  0,  0,  0,  82,  84,  10,  0,  70,  1878.37,  120,  0.0,  19.0,  -999.0
12,[0 0 0 0 0 0 0 0],        ,0, 0, 0, 101,-1,-1,  0,  0,  177,  0,  0,  0,  82,  84,  10,  0,  70,  1878.44,  120,  0.0,  19.0,  -1000.0
